flowcell,run_date,reads_passing_filter_percent,total_q30_bases_percent,non_demultiplexed_reads_percent,screen,GICC,glass_delta_logfc,auroc,auprrc,nmmd,sample,dna_quant,sample_representation_percent,matching_grna_reads_percent,zero_count_plasmid_percent,grna_gc_regression,gini_coefficient
H122ba7,2020-02-19,90.9519457134946,65.7991933450941,26.1819747967501,4,0.909044090981664,2.48162941624125,0.959515205369447,0.672024134520554,0.328397250373541,S15,4.34366634628506,0.564622032066057,73.4330109383785,0.892663702494503,0.47624047584304,0.455288161681005
H122ba7,2020-02-19,90.9519457134946,65.7991933450941,26.1819747967501,4,0.909044090981664,2.48162941624125,0.959515205369447,0.672024134520554,0.328397250373541,S16,0.0110799446960888,0.0479637160015075,65.7406138075081,2.95238371101051e-11,0.731960006561596,0.678611332682192
H122ba7,2020-02-19,90.9519457134946,65.7991933450941,26.1819747967501,5,0.927003764697189,1.87024330491273,0.984367778401206,0.587795910311013,0.64318322582955,S17,4.26407660102625,12.1675159191752,68.5158811817388,1.39356504009211e-24,0.305635388390031,0.610223595073652
H122ba7,2020-02-19,90.9519457134946,65.7991933450941,26.1819747967501,5,0.927003764697189,1.87024330491273,0.984367778401206,0.587795910311013,0.64318322582955,S18,2.81679992474689,3.60369224592156,65.2742659146159,0.611078270082282,0.807554333101315,0.159619590957117
H122ba7,2020-02-19,90.9519457134946,65.7991933450941,26.1819747967501,5,0.927003764697189,1.87024330491273,0.984367778401206,0.587795910311013,0.64318322582955,S19,0.631090487112787,1.01433851172828e-07,87.8072097277484,2.76846008149824e-14,1.02910922558823,0.229300909950404
H122ba7,2020-02-19,90.9519457134946,65.7991933450941,26.1819747967501,5,0.927003764697189,1.87024330491273,0.984367778401206,0.587795910311013,0.64318322582955,S20,1.33568725596557,0.0102454905166286,99.27747530709,6.42825555036384,-0.760784734202368,0.620486360782793
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,1,0.558221378537112,1.99627668668391,0.996351337593023,0.411895534136747,1.10266454877808,S1,2.0902071306325,3.73173053928737e-07,70.9945415872758,0.0924523866347655,-0.211513929336319,0.81224132522385
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,1,0.558221378537112,1.99627668668391,0.996351337593023,0.411895534136747,1.10266454877808,S2,2.88737430286689,0.55313630594074,82.0428915683845,0.0034629368580482,0.0619944827760356,0.133583237813119
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,1,0.558221378537112,1.99627668668391,0.996351337593023,0.411895534136747,1.10266454877808,S3,0.0744158378008307,0.0179810042752447,92.1337341776086,40.1943705202106,-0.427773569544134,0.339607201257996
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,1,0.558221378537112,1.99627668668391,0.996351337593023,0.411895534136747,1.10266454877808,S4,0.481263471718324,1.56007864475037e-06,47.4550746649656,0.00189695578097352,0.457792654624286,0.616916060444782
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,2,0.812964456826922,1.8462726398134,0.824502684035844,0.539496764480352,0.344995151511871,S5,3.58292103128775,0.000823627162092223,87.9177732551868,0.0114505725337457,-0.147848440921154,0.818270815738326
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,2,0.812964456826922,1.8462726398134,0.824502684035844,0.539496764480352,0.344995151511871,S6,8.21541615642316,1.05437146852539e-09,76.3666930368467,3.52083498976653e-13,0.432936271358325,0.482463120430122
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,2,0.812964456826922,1.8462726398134,0.824502684035844,0.539496764480352,0.344995151511871,S7,0.306874350777203,0.000296434032122404,83.2759979434431,77.7100373800465,0.491550933000096,0.445689803413084
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,2,0.812964456826922,1.8462726398134,0.824502684035844,0.539496764480352,0.344995151511871,S8,0.517138745308739,0.182155283904786,68.9057223647119,0.0540827142585102,1.34773399541517,0.49090776756464
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,3,0.979127549502975,2.07693157505111,0.973868199560071,0.842150575616536,0.680688732920941,S9,2.58753609233063,0.0135074325097826,66.152269301445,7.61080491492789e-08,0.617248745094792,0.254732314070295
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,3,0.979127549502975,2.07693157505111,0.973868199560071,0.842150575616536,0.680688732920941,S10,7.20553593549537,8.1305480834275e-05,93.5148467502046,7.5945040192671e-10,1.44549289190778,0.144754403907215
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,3,0.979127549502975,2.07693157505111,0.973868199560071,0.842150575616536,0.680688732920941,S11,0.674059063193731,1.75009133158547e-06,54.2354149117378,1.234560391949,0.894459890479667,0.277366004555147
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,3,0.979127549502975,2.07693157505111,0.973868199560071,0.842150575616536,0.680688732920941,S12,0.661015025942069,11.3528821604793,88.7221692928316,1.28703277386427,0.380102941763169,0.527219395902212
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,4,0.853818281563728,2.50893976354995,0.928780400775612,0.660634933994993,1.53764983378592,S13,0.0715857851441312,0.197107969668162,97.9307613377224,0.064570675812317,0.372508189796779,0.483519212555309
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,4,0.853818281563728,2.50893976354995,0.928780400775612,0.660634933994993,1.53764983378592,S14,0.523858761777334,5.11828981989471e-07,82.8396224838453,10.4927097505333,0.225491020309455,0.978369801534773
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,4,0.853818281563728,2.50893976354995,0.928780400775612,0.660634933994993,1.53764983378592,S15,0.512531615282435,3.52610847329478e-05,74.6875341510654,5.66189209789297e-06,0.536290823010548,0.142156122238552
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,4,0.853818281563728,2.50893976354995,0.928780400775612,0.660634933994993,1.53764983378592,S16,1.57053539913701,30.847241524002,82.046234001952,26.6066490029218,-2.20826864318918,0.583247049514746
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,5,0.372345797993105,2.3433591472428,0.704823127827743,0.395276237456483,0.761740702452276,S17,11.8666507298565,19.17523311867,66.7384245351054,1.75202853267498,0.583603763666585,0.245808516955957
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,5,0.372345797993105,2.3433591472428,0.704823127827743,0.395276237456483,0.761740702452276,S18,0.213274909980365,1.15380291090058e-06,70.1258025672609,4.28262815134973e-05,-1.32990871659803,0.335038875962256
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,5,0.372345797993105,2.3433591472428,0.704823127827743,0.395276237456483,0.761740702452276,S19,1.86533065744926,3.48391697182181e-06,78.8464433787877,3.16237699919436e-10,0.199402858131207,0.80305569199606
Hfa8348,2020-02-22,94.9816926235118,90.6925357635939,36.5328774849762,5,0.372345797993105,2.3433591472428,0.704823127827743,0.395276237456483,0.761740702452276,S20,2.78571469737205,0.113129816611553,71.674337421875,0.00422809657966886,-1.15366593702506,0.609080367423607
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,1,0.564621102205509,1.51934852963214,0.800064390227834,0.622862989019471,0.906577001131659,S1,0.92165105569069,3.35895443932805e-06,95.0567525972737,0.000135619698683671,-1.78895225735114,0.710463516542264
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,1,0.564621102205509,1.51934852963214,0.800064390227834,0.622862989019471,0.906577001131659,S2,0.21574036241128,7.51330568948482e-05,73.5446873838884,0.00319639009585726,-0.22013930338666,0.275496063200634
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,1,0.564621102205509,1.51934852963214,0.800064390227834,0.622862989019471,0.906577001131659,S3,0.029095204261352,0.000170703778546283,80.6592619619795,0.00175925283724206,-0.496942640021941,0.604689086336102
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,1,0.564621102205509,1.51934852963214,0.800064390227834,0.622862989019471,0.906577001131659,S4,8.76026242397183,1.72646734659712,89.1732029335673,0.490459526470584,0.318613212291308,0.259006074597622
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,2,0.660001050369794,2.15856646453172,0.94222205166667,0.788829181558124,1.6964621230182,S5,1.49675172257094,0.0562617579739564,92.303132968295,2.34215437196974e-09,1.09787128170585,0.298734405873145
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,2,0.660001050369794,2.15856646453172,0.94222205166667,0.788829181558124,1.6964621230182,S6,3.54837475806641,1.23885078723676,76.1786479969697,0.316604338869009,0.354237533834406,0.459338042415507
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,2,0.660001050369794,2.15856646453172,0.94222205166667,0.788829181558124,1.6964621230182,S7,6.13296542388961,0.680686303544227,89.2912339696456,1.46570689178862,0.0224473828300975,0.666690852274459
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,2,0.660001050369794,2.15856646453172,0.94222205166667,0.788829181558124,1.6964621230182,S8,0.195577612878869,43.7934449482557,88.2272250674411,2.71847186463599,-0.098922856441938,0.81231369676761
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,3,0.839066324894569,3.33154120131455,0.879097390598195,0.547766403502164,1.09322993783355,S9,1.62093726294036,0.119554326772968,69.2208152471301,0.13774042493872,-0.270276403841497,0.509253486215591
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,3,0.839066324894569,3.33154120131455,0.879097390598195,0.547766403502164,1.09322993783355,S10,0.404434821772735,3.709937934412e-07,68.2423720372349,0.0134864556581828,0.245832696124164,0.359679830980017
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,3,0.839066324894569,3.33154120131455,0.879097390598195,0.547766403502164,1.09322993783355,S11,2.39569383313318,0.119939835947553,69.2684362385035,0.138661432409032,-1.13320366321404,0.29007629712596
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,3,0.839066324894569,3.33154120131455,0.879097390598195,0.547766403502164,1.09322993783355,S12,1.0449582807878,0.00400421567477838,37.9785286101328,6.22083914712839e-11,0.100059415778161,0.42536705610742
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,4,0.648877478923456,2.09887391237828,0.961754514364985,0.672652499322721,1.18429214405304,S13,2.53799997663453,16.2107061210901,87.7472336222711,0.00324808038530738,-0.107471531453122,0.489275438252786
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,4,0.648877478923456,2.09887391237828,0.961754514364985,0.672652499322721,1.18429214405304,S14,0.0794717311079253,1.54763527964147e-05,50.5086867854401,0.00107688765692443,-1.22348161149959,0.48870983526838
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,4,0.648877478923456,2.09887391237828,0.961754514364985,0.672652499322721,1.18429214405304,S15,0.736419335664841,0.0208010494002816,60.2996160268781,1.4478373495106e-10,0.0355247021877894,0.500762730462773
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,4,0.648877478923456,2.09887391237828,0.961754514364985,0.672652499322721,1.18429214405304,S16,14.1637349404171,1.87412176170424,69.0433386048948,0.0961766605617838,1.55634863538521,0.582201346450174
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,5,0.781623962023471,2.11232773855047,0.933390899883718,0.392480173042365,0.730499971553673,S17,0.875787316338411,0.000104991580835956,74.4396793064687,0.812591665777766,-0.414845783548278,0.469963626585917
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,5,0.781623962023471,2.11232773855047,0.933390899883718,0.392480173042365,0.730499971553673,S18,0.204612574502931,2.2085401902798e-20,82.9379946849425,11.140591700649,0.734585420215776,0.80314458770356
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,5,0.781623962023471,2.11232773855047,0.933390899883718,0.392480173042365,0.730499971553673,S19,1.12097582968012,4.4426299599661,89.1552014484176,1.22030327593779,-1.36424833850129,0.611426970232922
H5554b2,2020-02-23,91.882217938068,88.8438140304576,27.9873378368724,5,0.781623962023471,2.11232773855047,0.933390899883718,0.392480173042365,0.730499971553673,S20,4.01262153397404,0.228523436744015,54.6203335512028,0.329479571315833,1.57579540611317,0.332334259148527
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,1,0.816461320520763,2.00178218619041,0.898457409495828,0.630705564915924,0.380444839653337,S1,1.13517093737629,0.00200733077886078,96.225885486501,0.695940524282128,-1.14728857090379,0.434092597440636
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,1,0.816461320520763,2.00178218619041,0.898457409495828,0.630705564915924,0.380444839653337,S2,0.0865109838805018,3.01362715933117e-10,44.1436166437822,2.4038593763455e-10,-0.462212654184909,0.368343969282155
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,1,0.816461320520763,2.00178218619041,0.898457409495828,0.630705564915924,0.380444839653337,S3,0.786636673275273,6.75517795485075e-05,52.7268259053841,1.50789376971813e-05,-0.0860517857177042,0.30245523528666
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,1,0.816461320520763,2.00178218619041,0.898457409495828,0.630705564915924,0.380444839653337,S4,0.907904197674231,9.23171249162486e-08,46.2095015868918,0.0155554271742492,0.146144205779007,0.474431337433134
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,2,0.8611857237889,2.28252578674346,0.939938208287923,0.666165043431204,1.22310129382797,S5,0.00173272337978592,0.0359427820254504,80.4868262532385,0.00217741245514711,0.402023798792537,0.521940736703707
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,2,0.8611857237889,2.28252578674346,0.939938208287923,0.666165043431204,1.22310129382797,S6,0.710789848966554,0.132772755883223,95.1242119374383,3.12024189254149e-05,-0.435365872626145,0.112804424986777
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,2,0.8611857237889,2.28252578674346,0.939938208287923,0.666165043431204,1.22310129382797,S7,1.34417514389555,2.78933016381595e-15,92.4549184338562,0.000639678044361924,1.92253234138172,0.267908198656245
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,2,0.8611857237889,2.28252578674346,0.939938208287923,0.666165043431204,1.22310129382797,S8,2.59996106285022,0.715669358682243,57.9397110283697,12.9976801509242,0.762597526336526,0.857536363652491
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,3,0.673375422245066,1.75470402749182,0.706919714066343,0.509382149182853,0.451612364523134,S9,0.886384824770202,3.38318744878989e-22,57.915445919058,5.04688221482779e-22,0.386746866108452,0.419781087822611
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,3,0.673375422245066,1.75470402749182,0.706919714066343,0.509382149182853,0.451612364523134,S10,7.57034602262058,33.3456833653354,93.2010815389688,0.132327930235761,0.840793665176045,0.644659233742043
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,3,0.673375422245066,1.75470402749182,0.706919714066343,0.509382149182853,0.451612364523134,S11,2.09969236493116,0.0221298200907714,89.9388168932161,1.07159283289203e-15,0.184675158358933,0.584261615472296
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,3,0.673375422245066,1.75470402749182,0.706919714066343,0.509382149182853,0.451612364523134,S12,2.48288174774826,14.3618055548871,70.7244958028442,2.38693970628565e-13,-0.768783993650866,0.403165453676791
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,4,0.511944938739588,1.57415140708049,0.915761520098514,0.603034710435844,1.34153191364633,S13,0.0264582015046013,0.553861077033466,62.111015352928,2.41087681963375e-06,0.222445914255783,0.458423076189587
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,4,0.511944938739588,1.57415140708049,0.915761520098514,0.603034710435844,1.34153191364633,S14,7.78738378180809,0.000365213096181321,75.0897724023069,7.48409452106963e-07,0.739848372820293,0.290008536799802
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,4,0.511944938739588,1.57415140708049,0.915761520098514,0.603034710435844,1.34153191364633,S15,1.67904437429607,3.39993524546174e-05,73.7287873685945,4.75352291389104,-0.336879162882983,0.813920741548183
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,4,0.511944938739588,1.57415140708049,0.915761520098514,0.603034710435844,1.34153191364633,S16,5.30253570452312,0.00219759247876816,85.8998775794259,0.683667701017972,-0.348648669829477,0.284793540068951
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,5,0.680447842936513,2.50325567818305,0.786478908354766,0.466019568320039,0.891339988260836,S17,0.612053702766623,0.000119805572375387,85.2505733402092,6.84880761682885,-0.932197734908126,0.106376984117754
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,5,0.680447842936513,2.50325567818305,0.786478908354766,0.466019568320039,0.891339988260836,S18,3.06795628122083,0.00044416710498549,65.5469665602787,0.0444816146268841,-0.459684042706912,0.395646955463042
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,5,0.680447842936513,2.50325567818305,0.786478908354766,0.466019568320039,0.891339988260836,S19,1.24773486272445,4.44934037062006,83.0330511315997,8.73100919772536e-07,-1.07146297855262,0.731781455518338
Hb0132e,2020-03-04,95.5262574866875,81.1100836829885,17.3655727189776,5,0.680447842936513,2.50325567818305,0.786478908354766,0.466019568320039,0.891339988260836,S20,1.09847575450028,5.46707582505385,91.3313766659751,0.000627057178057303,-0.197688747641833,0.712240541594144
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,1,0.529292456875177,2.1353424300093,0.932512866800785,0.617547390788098,0.75137383660657,S1,0.41050774576974,35.1235462618958,51.6310756893784,0.0761608816528759,-0.552461787834805,0.370495293796118
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,1,0.529292456875177,2.1353424300093,0.932512866800785,0.617547390788098,0.75137383660657,S2,1.12413239002145,0.920990772855281,60.4049017184252,4.38007667824465,-0.587883312289652,0.280620479425399
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,1,0.529292456875177,2.1353424300093,0.932512866800785,0.617547390788098,0.75137383660657,S3,0.0307710093769599,24.3658659398347,88.2798144672637,5.98435011303937e-13,-0.494818716884937,0.554397850686674
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,1,0.529292456875177,2.1353424300093,0.932512866800785,0.617547390788098,0.75137383660657,S4,0.206110020025502,0.00856689086101151,88.9531510577057,7.47848541406285e-11,0.470335469733435,0.81062773432514
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,2,0.877389525064787,2.52308915555465,0.772110319933667,0.633724576800286,0.283614890061164,S5,1.67401940421275,0.00101465249456655,81.530858739745,0.732490962575476,-1.02786380425039,0.799268649828805
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,2,0.877389525064787,2.52308915555465,0.772110319933667,0.633724576800286,0.283614890061164,S6,0.178955672299161,0.0813848024204089,36.9935849050076,48.2469401827015,0.667581256828948,0.793298972067259
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,2,0.877389525064787,2.52308915555465,0.772110319933667,0.633724576800286,0.283614890061164,S7,0.155972361245743,17.1648854465294,87.4582661652216,2.07586406632685,0.744488796052738,0.486007998812766
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,2,0.877389525064787,2.52308915555465,0.772110319933667,0.633724576800286,0.283614890061164,S8,0.44579621590564,0.291879807190128,75.6611587719453,0.155577261207051,0.693176015238859,0.751732937575547
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,3,0.833601451581964,1.7783420637837,0.964538169794991,0.737601055973427,1.05959209224498,S9,1.83373696773782,0.282874695401819,79.4116797377913,6.56019191600155e-11,0.400395954776541,0.90108558475869
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,3,0.833601451581964,1.7783420637837,0.964538169794991,0.737601055973427,1.05959209224498,S10,0.0846338644340147,0.00591960680452796,75.5249416171758,1.20312409483747e-07,-1.13162980012924,0.853887161968162
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,3,0.833601451581964,1.7783420637837,0.964538169794991,0.737601055973427,1.05959209224498,S11,0.66974241292068,0.0251154239902174,63.1950025614591,2.12964282081156e-14,0.862475096699533,0.52894806331741
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,3,0.833601451581964,1.7783420637837,0.964538169794991,0.737601055973427,1.05959209224498,S12,0.328213927489355,0.361430253657679,45.0733930914647,8.00603407271359,0.983207933043729,0.630161123964698
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,4,0.784656020180805,2.31279226174879,0.919588293092103,0.444459553812778,1.12029525888824,S13,0.812058535327632,0.0945117805175121,41.4743652993622,9.59550500287398e-23,0.478673473472288,0.31861166589316
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,4,0.784656020180805,2.31279226174879,0.919588293092103,0.444459553812778,1.12029525888824,S14,0.315418648143518,4.31191991289851,89.6233554239482,7.18701303060999e-12,0.54871085074785,0.311922963747961
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,4,0.784656020180805,2.31279226174879,0.919588293092103,0.444459553812778,1.12029525888824,S15,0.0748221260862391,4.7446525375658,76.7364742166289,5.57707680745991e-06,-0.715096681506353,0.438552062402858
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,4,0.784656020180805,2.31279226174879,0.919588293092103,0.444459553812778,1.12029525888824,S16,0.452229913582491,0.0115874556150898,68.0050755000405,2.15329469216482e-12,0.41293671741124,0.414742382183259
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,5,0.424315123402679,1.61150196817684,0.974353520471206,0.634511926483925,0.952367623171197,S17,0.0277921634104082,0.00740002419447858,83.7786712213913,0.215198687547613,0.596148064187639,0.454273115941126
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,5,0.424315123402679,1.61150196817684,0.974353520471206,0.634511926483925,0.952367623171197,S18,4.37560439072455,1.17779098564439,61.0702585257725,31.0897042830335,0.647135220237253,0.744039812862545
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,5,0.424315123402679,1.61150196817684,0.974353520471206,0.634511926483925,0.952367623171197,S19,1.25610313187729,28.4206731407542,86.8919221197017,1.35906422862098e-09,0.454380743272483,0.677817347909448
H8a593e,2020-03-13,94.5967266291153,91.696829736042,8.1078998078219,5,0.424315123402679,1.61150196817684,0.974353520471206,0.634511926483925,0.952367623171197,S20,0.0599158223519402,3.65998423659837,75.1761809013918,3.62493181907798e-09,-0.159322230387881,0.140356663808114
H88d46e,2020-03-22,94.0955067674431,84.6140907129701,0.384946357869311,1,0.720150048087924,1.93098118409736,0.871293791088322,0.749211604176364,0.20861647923454,S1,0.0603401586533459,22.841715629345,88.6292287728683,6.55993713235108e-10,2.21836435918177,0.56693947154777
H88d46e,2020-03-22,94.0955067674431,84.6140907129701,0.384946357869311,1,0.720150048087924,1.93098118409736,0.871293791088322,0.749211604176364,0.20861647923454,S2,1.28436135689311,0.480124106298745,48.4143325224752,0.000178724612168777,-2.46719704275606,0.391849743658844
H88d46e,2020-03-22,94.0955067674431,84.6140907129701,0.384946357869311,1,0.720150048087924,1.93098118409736,0.871293791088322,0.749211604176364,0.20861647923454,S3,1.13434038383409,1.64703078923114e-06,72.0310718110783,4.07197778359194,-0.227909968006397,0.441355909659771
